STATUS | wrapper  | 2013/07/09 14:33:07 | --> Wrapper Started as Console
INFO   | jvm 1    | 2013/07/09 15:11:47 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:11:47 | 
INFO   | jvm 1    | 2013/07/09 15:11:47 | Where:
INFO   | jvm 1    | 2013/07/09 15:11:47 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:11:47 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:11:47 |                   application.
ERROR  | wrapper  | 2013/07/09 15:11:49 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:11:54 | Launching a JVM...
INFO   | jvm 2    | 2013/07/09 15:11:54 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/07/09 15:11:54 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 2    | 2013/07/09 15:11:54 | 
INFO   | jvm 2    | 2013/07/09 15:11:54 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/07/09 15:11:54 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/07/09 15:11:54 | 
INFO   | jvm 2    | 2013/07/09 15:11:54 | Where:
INFO   | jvm 2    | 2013/07/09 15:11:54 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/07/09 15:11:54 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/07/09 15:11:54 |                   application.
STATUS | wrapper  | 2013/07/09 15:11:55 | CTRL-C trapped.  Shutting down.
WARN   | wrapper  | 2013/07/09 15:11:56 | JVM exited unexpectedly while stopping the application.
STATUS | wrapper  | 2013/07/09 15:11:56 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:15:30 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:15:30 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:15:30 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:15:30 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:15:30 | 
STATUS | wrapper  | 2013/07/09 15:15:31 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:15:31 | Error: Could not find or load main class org.tanukisoftware.wrapper.WrapperSimpleApp
ERROR  | wrapper  | 2013/07/09 15:15:31 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:15:35 | Launching a JVM...
INFO   | jvm 2    | 2013/07/09 15:15:35 | Error: Could not find or load main class org.tanukisoftware.wrapper.WrapperSimpleApp
ERROR  | wrapper  | 2013/07/09 15:15:35 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:15:37 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:15:37 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:16:27 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:16:27 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:16:27 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:16:27 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:16:27 | 
STATUS | wrapper  | 2013/07/09 15:16:27 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:16:27 | Error: Could not find or load main class org.tanukisoftware.wrapper.WrapperSimpleApp
ERROR  | wrapper  | 2013/07/09 15:16:27 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:16:29 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:16:29 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:17:39 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:17:39 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:17:39 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:17:39 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:17:39 | 
STATUS | wrapper  | 2013/07/09 15:17:40 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:17:40 | Error: Could not find or load main class org.tanukisoftware.wrapper.WrapperSimpleApp
ERROR  | wrapper  | 2013/07/09 15:17:40 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:17:44 | Launching a JVM...
INFO   | jvm 2    | 2013/07/09 15:17:44 | Error: Could not find or load main class org.tanukisoftware.wrapper.WrapperSimpleApp
ERROR  | wrapper  | 2013/07/09 15:17:44 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:17:49 | Launching a JVM...
INFO   | jvm 3    | 2013/07/09 15:17:49 | Error: Could not find or load main class org.tanukisoftware.wrapper.WrapperSimpleApp
ERROR  | wrapper  | 2013/07/09 15:17:49 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:17:52 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:17:52 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:18:54 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:18:54 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:18:54 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:18:54 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:18:54 | 
STATUS | wrapper  | 2013/07/09 15:18:55 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:18:55 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:18:55 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:18:55 | 
INFO   | jvm 1    | 2013/07/09 15:18:55 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:18:55 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:18:55 | 
INFO   | jvm 1    | 2013/07/09 15:18:55 | Where:
INFO   | jvm 1    | 2013/07/09 15:18:55 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:18:55 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:18:55 |                   application.
ERROR  | wrapper  | 2013/07/09 15:18:57 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:18:59 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:18:59 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:19:45 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:19:45 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:19:45 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:19:45 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:19:45 | 
STATUS | wrapper  | 2013/07/09 15:19:45 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:19:45 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:19:45 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:19:45 | 
INFO   | jvm 1    | 2013/07/09 15:19:45 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:19:45 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:19:45 | 
INFO   | jvm 1    | 2013/07/09 15:19:45 | Where:
INFO   | jvm 1    | 2013/07/09 15:19:45 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:19:45 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:19:45 |                   application.
STATUS | wrapper  | 2013/07/09 15:19:47 | CTRL-C trapped.  Shutting down.
WARN   | wrapper  | 2013/07/09 15:19:47 | JVM exited unexpectedly while stopping the application.
STATUS | wrapper  | 2013/07/09 15:19:47 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:19:53 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:19:53 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:19:53 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:19:53 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:19:53 | 
STATUS | wrapper  | 2013/07/09 15:19:54 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:19:54 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:19:54 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:19:54 | 
INFO   | jvm 1    | 2013/07/09 15:19:54 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:19:54 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:19:54 | 
INFO   | jvm 1    | 2013/07/09 15:19:54 | Where:
INFO   | jvm 1    | 2013/07/09 15:19:54 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:19:54 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:19:54 |                   application.
ERROR  | wrapper  | 2013/07/09 15:19:56 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:19:59 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:19:59 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:20:48 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:20:48 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:20:48 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:20:48 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:20:48 | 
STATUS | wrapper  | 2013/07/09 15:20:48 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:20:48 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:20:48 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:20:48 | 
INFO   | jvm 1    | 2013/07/09 15:20:48 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:20:48 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:20:48 | 
INFO   | jvm 1    | 2013/07/09 15:20:48 | Where:
INFO   | jvm 1    | 2013/07/09 15:20:48 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:20:48 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:20:48 |                   application.
ERROR  | wrapper  | 2013/07/09 15:20:50 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:20:50 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:20:50 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:21:35 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:21:35 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:21:35 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:21:35 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:21:35 | 
STATUS | wrapper  | 2013/07/09 15:21:35 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:21:35 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:21:35 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:21:35 | 
INFO   | jvm 1    | 2013/07/09 15:21:35 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:21:35 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:21:35 | 
INFO   | jvm 1    | 2013/07/09 15:21:35 | Where:
INFO   | jvm 1    | 2013/07/09 15:21:35 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:21:35 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:21:35 |                   application.
STATUS | wrapper  | 2013/07/09 15:21:37 | CTRL-C trapped.  Shutting down.
WARN   | wrapper  | 2013/07/09 15:21:37 | JVM exited unexpectedly while stopping the application.
STATUS | wrapper  | 2013/07/09 15:21:37 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:22:54 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:22:54 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:22:54 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:22:54 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:22:54 | 
STATUS | wrapper  | 2013/07/09 15:22:54 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:22:55 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:22:55 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:22:55 | 
INFO   | jvm 1    | 2013/07/09 15:22:55 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:22:55 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:22:55 | 
INFO   | jvm 1    | 2013/07/09 15:22:55 | Where:
INFO   | jvm 1    | 2013/07/09 15:22:55 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:22:55 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:22:55 |                   application.
STATUS | wrapper  | 2013/07/09 15:22:56 | CTRL-C trapped.  Shutting down.
WARN   | wrapper  | 2013/07/09 15:22:56 | JVM exited unexpectedly while stopping the application.
STATUS | wrapper  | 2013/07/09 15:22:57 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:23:09 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:23:09 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:23:09 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:23:09 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:23:09 | 
STATUS | wrapper  | 2013/07/09 15:23:09 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:23:09 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:23:09 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at main.WaifuBuilder.buildDisplays(WaifuBuilder.java:140)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at main.WaifuBuilder.build(WaifuBuilder.java:63)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:23:09 | 	at java.lang.Thread.run(Thread.java:722)
STATUS | wrapper  | 2013/07/09 15:23:10 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:23:10 | CTRL-C trapped.  Forcing immediate shutdown.
ERROR  | wrapper  | 2013/07/09 15:23:10 | JVM did not exit on request, terminated
STATUS | wrapper  | 2013/07/09 15:23:10 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:23:17 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:23:17 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:23:17 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:23:17 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:23:17 | 
STATUS | wrapper  | 2013/07/09 15:23:17 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:23:17 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:23:17 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at main.WaifuBuilder.buildDisplays(WaifuBuilder.java:140)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at main.WaifuBuilder.build(WaifuBuilder.java:63)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:23:17 | 	at java.lang.Thread.run(Thread.java:722)
STATUS | wrapper  | 2013/07/09 15:23:18 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:23:18 | CTRL-C trapped.  Forcing immediate shutdown.
INFO   | jvm 1    | 2013/07/09 15:23:18 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at display.SkinOptionsDialog.<init>(SkinOptionsDialog.java:96)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at main.WaifuBuilder.buildDialogs(WaifuBuilder.java:155)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at main.WaifuBuilder.build(WaifuBuilder.java:66)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:23:18 | 	at java.lang.Thread.run(Thread.java:722)
ERROR  | wrapper  | 2013/07/09 15:23:18 | JVM did not exit on request, terminated
STATUS | wrapper  | 2013/07/09 15:23:18 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:23:27 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:23:27 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:23:27 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:23:27 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:23:27 | 
STATUS | wrapper  | 2013/07/09 15:23:28 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:23:28 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:23:28 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at main.WaifuBuilder.buildDisplays(WaifuBuilder.java:140)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at main.WaifuBuilder.build(WaifuBuilder.java:63)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:23:28 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at display.SkinOptionsDialog.<init>(SkinOptionsDialog.java:96)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at main.WaifuBuilder.buildDialogs(WaifuBuilder.java:155)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at main.WaifuBuilder.build(WaifuBuilder.java:66)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:23:28 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:23:29 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at main.WaifuBuilder.buildPanels(WaifuBuilder.java:169)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at main.WaifuBuilder.build(WaifuBuilder.java:68)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:23:29 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp: 
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: Encountered an error running main:
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: java.lang.NullPointerException
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at display.MenuMouseListener.<init>(MenuMouseListener.java:26)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at display.MenuPanel.<init>(MenuPanel.java:96)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at main.WaifuBuilder.buildPanels(WaifuBuilder.java:176)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at main.WaifuBuilder.build(WaifuBuilder.java:68)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:23:29 | WrapperSimpleApp Error: 	at java.lang.Thread.run(Thread.java:722)
